iter	Passed	Remaining
410	40161	448424
411	40250	448221
412	40342	448069
413	40423	447786
414	40514	447608
415	40621	447613
416	40715	447480
417	40810	447353
418	40897	447134
419	40985	446932
420	41077	446776
421	41181	446747
422	41272	446580
423	41367	446452
424	41473	446453
425	41578	446435
426	41673	446310
427	41765	446153
428	41856	445983
429	41944	445778
430	42036	445621
431	42130	445493
432	42211	445220
433	42298	445008
434	42386	444813
435	42475	444628
436	42591	444730
437	42685	444595
438	42768	444343
439	42860	444189
440	42948	443998
441	43051	443960
442	43146	443831
443	43238	443679
444	43335	443580
445	43422	443374
446	43517	443256
447	43617	443185
448	43705	442989
449	43797	442838
450	43909	442893
451	43998	442714
452	44091	442571
453	44187	442456
454	44274	442262
455	44363	442075
456	44454	441917
457	44542	441730
458	44642	441664
459	44736	441527
460	44831	441413
461	44924	441272
462	45011	441071
463	45106	440957
464	45198	440806
465	45286	440623
466	45383	440522
467	45465	440278
468	45579	440340
469	45679	440270
470	45766	440077
471	45850	439856
472	45946	439741
473	46040	439617
474	46124	439397
475	46222	439305
476	46306	439085
477	46402	438980
478	46502	438908
479	46619	439004
480	46710	438845
481	46799	438676
482	46893	438549
483	46983	438381
484	47074	438234
485	47172	438140
486	47265	438007
487	47352	437820
488	47430	437542
489	47522	437398
490	47637	437468
491	47731	437343
492	47821	437187
493	47924	437143
494	48014	436982
495	48115	436924
496	48215	436852
497	48300	436642
498	48393	436511
499	48488	436392
500	48603	436463
501	48701	436373
502	48789	436195
503	48870	435959
504	48969	435874
505	49065	435771
506	49169	435736
507	49264	435618
508	49355	435475
509	49444	435302
510	49540	435200
511	49662	435321
512	49763	435256
513	49847	435051
514	49951	435011
515	50033	434787
516	50126	434656
517	50211	434459
518	50304	434322
519	50392	434148
520	50476	433947
521	50604	434112
522	50697	433978
523	50805	433976
524	50900	433866
525	51011	433892
526	51112	433823
527	51213	433765
528	51304	433618
529	51396	433471
530	51492	433369
531	51602	433386
532	51706	433348
533	51795	433181
534	51881	432988
535	52007	433133
536	52126	433219
537	52219	433093
538	52338	433174
539	52428	433024
540	52527	432941
541	52661	433148
542	52759	433053
543	52848	432893
544	52940	432752
545	53031	432607
546	53156	432737
547	53256	432659
548	53359	432613
549	53452	432480
550	53564	432502
551	53668	432458
552	53758	432307
553	53859	432239
554	53940	432008
555	54040	431934
556	54138	431846
557	54230	431708
558	54328	431619
559	54412	431413
560	54500	431246
561	54606	431219
562	54725	431289
563	54822	431189
564	54916	431067
565	55008	430929
566	55102	430807
567	55206	430762
568	55305	430685
569	55392	430506
570	55487	430391
571	55599	430406
572	55688	430251
573	55773	430057
574	55863	429905
575	55951	429740
576	56038	429561
577	56128	429413
578	56214	429229
579	56304	429081
580	56387	428874
581	56491	428829
582	56612	428917
583	56710	428827
584	56811	428758
585	56895	428560
586	56989	428444
587	57100	428447
588	57188	428280
589	57277	428124
590	57362	427938
591	57460	427850
592	57572	427863
593	57678	427829
594	57775	427735
595	57873	427641
596	57976	427590
597	58074	427498
598	58175	427431
599	58279	427383
600	58365	427207
601	58448	427003
602	58545	426904
603	58662	426954
604	58756	426833
605	58850	426714
606	58951	426644
607	59048	426544
608	59163	426578
609	59253	426430
610	59350	426329
611	59446	426228
612	59537	426083
613	59651	426112
614	59748	426015
615	59845	425914
616	59931	425739
617	60042	425741
618	60135	425614
619	60224	425453
620	60318	425340
621	60412	425217
622	60506	425095
623	60622	425136
624	60708	424959
625	60800	424828
626	60894	424709
627	60979	424529
628	61064	424347
629	61161	424247
630	61257	424140
631	61349	424010
632	61434	423833
633	61526	423695
634	61636	423692
635	61739	423632
636	61818	423413
637	61915	423316
638	62009	423198
639	62100	423060
640	62194	422941
641	62284	422797
642	62377	422670
643	62464	422505
644	62560	422407
645	62663	422347
646	62758	422237
647	62861	422182
648	62953	422051
649	63044	421915
650	63135	421777
651	63226	421635
652	63330	421591
653	63425	421481
654	63513	421324
655	63623	421310
656	63715	421184
657	63806	421045
658	63906	420968
659	63996	420826
660	64088	420694
661	64192	420648
662	64287	420537
663	64371	420353
664	64456	420178
665	64561	420137
666	64659	420041
667	64747	419888
668	64838	419753
669	64925	419595
670	65027	419527
671	65133	419492
672	65221	419339
673	65314	419215
674	65406	419083
675	65494	418930
676	65599	418886
677	65695	418786
678	65786	418650
679	65885	418567
680	65984	418485
681	66084	418403
682	66181	418309
683	66277	418203
684	66364	418046
685	66456	417917
686	66559	417858
687	66658	417775
688	66745	417619
689	66833	417466
690	66928	417361
691	67029	417288
692	67119	417147
693	67208	417003
694	67312	416947
695	67401	416805
696	67493	416676
697	67600	416642
698	67695	416533
699	67779	416357
700	67861	416174
701	67941	415975
702	68031	415832
703	68119	415683
704	68204	415516
705	68294	415377
706	68380	415213
707	68466	415053
708	68570	415004
709	68667	414909
710	68758	414776
711	68853	414665
712	68941	414519
713	69034	414399
714	69134	414324
715	69212	414116
716	69304	413987
717	69400	413890
718	69494	413774
719	69593	413692
720	69682	413550
721	69766	413381
722	69851	413216
723	69947	413112
724	70042	413010
725	70125	412833
726	70212	412681
727	70313	412608
728	70395	412428
729	70482	412273
730	70577	412167
731	70670	412053
732	70766	411949
733	70868	411888
734	70960	411761
735	71053	411645
736	71153	411569
737	71235	411390
738	71323	411245
739	71412	411102
740	71494	410923
741	71602	410896
742	71700	410807
743	71781	410622
744	71870	410480
745	71963	410366
746	72056	410247
747	72151	410143
748	72240	410007
749	72332	409881
750	72413	409700
751	72534	409743
752	72636	409680
753	72734	409590
754	72829	409484
755	72924	409377
756	73005	409199
757	73097	409077
758	73190	408961
759	73272	408784
760	73367	408678
761	73478	408664
762	73581	408603
763	73672	408479
764	73760	408333
765	73853	408217
766	73945	408097
767	74039	407989
768	74135	407887
769	74216	407707
770	74296	407522
771	74394	407433
772	74483	407298
773	74595	407289
774	74684	407152
775	74776	407029
776	74863	406883
777	74950	406734
778	75052	406672
779	75143	406544
780	75244	406476
781	75340	406375
782	75446	406332
783	75546	406254
784	75660	406254
785	75744	406092
786	75828	405926
787	75921	405812
788	76000	405625
789	76093	405511
790	76181	405371
791	76268	405225
792	76369	405155
793	76468	405071
794	76574	405024
795	76666	404904
796	76749	404740
797	76839	404612
798	76934	404507
799	77023	404370
800	77111	404234
801	77203	404114
802	77285	403943
803	77372	403798
804	77483	403780
805	77574	403657
806	77660	403508
807	77748	403366
808	77832	403208
809	77940	403172
810	78034	403064
811	78120	402915
812	78217	402827
813	78306	402690
814	78391	402540
815	78481	402408
816	78597	402413
817	78684	402273
818	78776	402152
819	78871	402054
820	78969	401967
821	79071	401896
822	79165	401790
823	79250	401637
824	79337	401498
825	79423	401346
826	79535	401330
827	79639	401273
828	79789	401450
829	79906	401455
830	80014	401418
831	80119	401369
832	80211	401251
833	80309	401163
834	80425	401162
835	80525	401084
836	80621	400986
837	80722	400917
838	80812	400788
839	80899	400647
840	80987	400508
841	81100	400491
842	81184	400336
843	81280	400239
844	81369	400105
845	81459	399977
846	81554	399875
847	81644	399749
848	81734	399621
849	81824	399494
850	81911	399356
851	82013	399284
852	82105	399167
853	82195	399042
854	82286	398922
855	82377	398801
856	82472	398696
857	82588	398695
858	82668	398523
859	82766	398433
860	82849	398275
861	82932	398113
862	83023	397993
863	83114	397872
864	83194	397699
865	83275	397530
866	83362	397388
867	83440	397209
868	83540	397130
869	83623	396970
870	83710	396831
871	83798	396699
872	83880	396536
873	83967	396395
874	84044	396211
875	84132	396075
876	84213	395908
877	84296	395751
878	84391	395650
879	84477	395508
880	84579	395442
881	84666	395302
882	84758	395189
883	84838	395015
884	84932	394910
885	85013	394744
886	85104	394629
887	85186	394469
888	85271	394320
889	85357	394179
890	85453	394081
891	85558	394028
892	85672	394018
893	85761	393889
894	85836	393695
895	85932	393602
896	86027	393499
897	86112	393354
898	86186	393158
899	86269	393007
900	86367	392920
901	86459	392803
902	86557	392719
903	86658	392646
904	86744	392508
905	86820	392321
906	86907	392185
907	86992	392040
908	87068	391857
909	87157	391729
910	87241	391579
911	87322	391417
912	87430	391377
913	87542	391355
914	87651	391318
915	87750	391237
916	87843	391129
917	87941	391040
918	88027	390902
919	88121	390799
920	88204	390647
921	88287	390494
922	88371	390345
923	88461	390225
924	88554	390118
925	88638	389972
926	88724	389831
927	88811	389696
928	88896	389558
929	88975	389385
930	89062	389252
931	89151	389126
932	89233	388975
933	89317	388827
934	89400	388678
935	89485	388533
936	89595	388500
937	89690	388403
938	89778	388275
939	89857	388105
940	89939	387953
941	90024	387810
942	90104	387649
943	90188	387504
944	90280	387394
945	90359	387226
946	90444	387086
947	90552	387046
948	90653	386973
949	90744	386858
950	90819	386674
951	90902	386526
952	90991	386404
953	91084	386299
954	91169	386158
955	91251	386006
956	91346	385907
957	91432	385772
958	91542	385738
959	91631	385616
960	91728	385525
961	91819	385414
962	91907	385287
963	91999	385177
964	92098	385095
965	92195	385007
966	92276	384851
967	92362	384716
968	92452	384599
969	92545	384492
970	92641	384398
971	92745	384341
972	92827	384188
973	92912	384049
974	92999	383919
975	93095	383828
976	93174	383663
977	93253	383504
978	93345	383395
979	93428	383247
980	93524	383155
981	93631	383106
982	93743	383078
983	93833	382964
984	93923	382847
985	94011	382720
986	94093	382571
987	94190	382483
988	94276	382349
989	94354	382182
990	94448	382082
991	94536	381956
992	94619	381814
993	94709	381695
994	94795	381563
995	94888	381457
996	94977	381338
997	95062	381202
998	95154	381093
999	95243	380975
1000	95326	380828
1001	95412	380697
1002	95509	380609
1003	95595	380479
1004	95698	380412
1005	95809	380380
1006	95889	380223
1007	95973	380085
1008	96059	379952
1009	96154	379856
1010	96243	379738
1011	96340	379651
1012	96429	379530
1013	96529	379455
1014	96628	379374
1015	96719	379261
1016	96806	379134
1017	96904	379052
1018	96995	378940
1019	97084	378820
1020	97172	378698
1021	97256	378559
1022	97346	378443
1023	97433	378314
1024	97539	378261
1025	97641	378194
1026	97728	378067
1027	97826	377981
1028	97923	377895
1029	98011	377771
1030	98098	377645
1031	98183	377513
1032	98278	377415
1033	98360	377271
1034	98448	377149
1035	98545	377061
1036	98641	376969
1037	98739	376884
1038	98819	376730
1039	98906	376606
1040	99004	376520
1041	99086	376375
1042	99180	376275
1043	99266	376145
1044	99350	376012
1045	99436	375883
1046	99534	375798
1047	99624	375683
1048	99708	375545
1049	99816	375499
1050	99907	375389
1051	99997	375276
1052	100095	375192
1053	100189	375093
1054	100271	374950
1055	100358	374824
1056	100445	374699
1057	100546	374626
1058	100642	374533
1059	100733	374422
1060	100832	374343
1061	100919	374218
1062	101008	374100
1063	101097	373984
1064	101178	373838
1065	101264	373710
1066	101342	373553
1067	101420	373393
1068	101522	373324
1069	101610	373205
1070	101697	373078
1071	101793	372990
1072	101889	372899
1073	101972	372759
1074	102063	372650
1075	102158	372555
1076	102235	372395
1077	102327	372289
1078	102420	372187
1079	102523	372122
1080	102619	372031
1081	102708	371916
1082	102795	371790
1083	102886	371683
1084	102987	371608
1085	103067	371459
1086	103161	371363
1087	103252	371253
1088	103339	371129
1089	103421	370989
1090	103525	370926
1091	103630	370869
1092	103716	370742
1093	103802	370613
1094	103892	370502
1095	103993	370430
1096	104087	370332
1097	104168	370186
1098	104251	370051
1099	104343	369944
1100	104430	369821
1101	104521	369714
1102	104615	369616
1103	104711	369526
1104	104818	369472
1105	104921	369406
1106	105017	369317
1107	105100	369179
1108	105192	369074
1109	105290	368991
1110	105378	368872
1111	105450	368698
1112	105555	368639
1113	105657	368567
1114	105742	368438
1115	105831	368322
1116	105931	368246
1117	106017	368121
1118	106108	368014
1119	106199	367906
1120	106284	367775
1121	106372	367658
1122	106457	367530
1123	106565	367479
1124	106660	367386
1125	106739	367237
1126	106821	367098
1127	106914	366998
1128	107010	366908
1129	107095	366777
1130	107176	366637
1131	107255	366487
1132	107332	366333
1133	107420	366213
1134	107517	366127
1135	107614	366040
1136	107693	365891
1137	107766	365725
1138	107850	365594
1139	107930	365450
1140	108030	365370
1141	108123	365271
1142	108217	365176
1143	108313	365083
1144	108420	365031
1145	108513	364932
1146	108610	364844
1147	108705	364750
1148	108786	364610
1149	108884	364524
1150	108975	364419
1151	109077	364349
1152	109177	364271
1153	109265	364155
1154	109353	364039
1155	109439	363913
1156	109548	363866
1157	109637	363754
1158	109731	363658
1159	109818	363536
1160	109907	363422
1161	109998	363317
1162	110098	363239
1163	110192	363141
1164	110283	363037
1165	110364	362896
1166	110460	362805
1167	110547	362687
1168	110646	362607
1169	110735	362491
1170	110824	362380
1171	110922	362297
1172	111021	362216
1173	111117	362126
1174	111212	362031
1175	111299	361912
1176	111377	361763
1177	111467	361653
1178	111570	361585
1179	111660	361476
1180	111764	361414
1181	111876	361375
1182	111970	361277
1183	112092	361270
1184	112195	361202
1185	112288	361101
1186	112373	360977
1187	112492	360961
1188	112585	360861
1189	112676	360754
1190	112760	360625
1191	112855	360531
1192	112945	360421
1193	113046	360346
1194	113161	360316
1195	113251	360208
1196	113343	360103
1197	113438	360011
1198	113546	359957
1199	113652	359900
1200	113743	359793
1201	113832	359679
1202	113909	359529
1203	114007	359445
1204	114107	359369
1205	114193	359246
1206	114291	359160
1207	114383	359058
1208	114456	358894
1209	114555	358815
1210	114658	358746
1211	114732	358585
1212	114820	358469
1213	114915	358376
1214	115004	358263
1215	115107	358197
1216	115213	358137
1217	115296	358007
1218	115385	357895
1219	115476	357787
1220	115583	357732
1221	115675	357629
1222	115761	357507
1223	115852	357400
1224	115942	357292
1225	116028	357170
1226	116118	357062
1227	116220	356989
1228	116309	356878
1229	116401	356776
1230	116504	356704
1231	116602	356620
1232	116708	356562
1233	116797	356450
1234	116887	356341
1235	116955	356165
1236	117056	356091
1237	117155	356009
1238	117236	355871
1239	117333	355785
1240	117421	355669
1241	117517	355581
1242	117610	355481
1243	117687	355331
1244	117766	355190
1245	117850	355063
1246	117932	354932
1247	118024	354831
1248	118118	354733
1249	118208	354625
1250	118329	354609
1251	118426	354521
1252	118544	354497
1253	118633	354387
1254	118725	354284
1255	118816	354178
1256	118909	354078
1257	119003	353984
1258	119100	353895
1259	119202	353821
1260	119326	353816
1261	119415	353704
1262	119531	353672
1263	119639	353618
1264	119730	353511
1265	119820	353404
1266	119908	353289
1267	120001	353189
1268	120093	353088
1269	120189	352996
1270	120294	352931
1271	120409	352896
1272	120515	352836
1273	120609	352739
1274	120709	352661
1275	120789	352523
1276	120882	352423
1277	120970	352310
1278	121060	352201
1279	121153	352101
1280	121264	352055
1281	121361	351966
1282	121448	351849
1283	121562	351812
1284	121682	351789
1285	121780	351703
1286	121887	351646
1287	121986	351564
1288	122067	351430
1289	122167	351350
1290	122265	351265
1291	122363	351179
1292	122468	351114
1293	122577	351061
1294	122665	350946
1295	122747	350815
1296	122815	350645
1297	122907	350541
1298	122989	350410
1299	123077	350297
1300	123169	350195
1301	123257	350080
1302	123351	349984
1303	123440	349875
1304	123538	349788
1305	123623	349665
1306	123694	349505
1307	123778	349381
1308	123873	349288
1309	123956	349158
1310	124036	349022
1311	124123	348908
1312	124217	348811
1313	124306	348701
1314	124389	348574
1315	124500	348525
1316	124588	348412
1317	124668	348276
1318	124760	348176
1319	124845	348052
1320	124925	347918
1321	125013	347807
1322	125119	347744
1323	125206	347628
1324	125297	347523
1325	125388	347418
1326	125475	347303
1327	125573	347217
1328	125659	347099
1329	125724	346924
1330	125810	346805
1331	125892	346676
1332	125979	346560
1333	126065	346444
1334	126158	346346
1335	126245	346229
1336	126346	346153
1337	126449	346082
1338	126539	345974
1339	126628	345866
1340	126723	345771
1341	126803	345639
1342	126890	345524
1343	126975	345402
1344	127061	345286
1345	127157	345196
1346	127250	345096
1347	127337	344982
1348	127421	344860
1349	127518	344773
1350	127618	344691
1351	127699	344562
1352	127788	344453
1353	127877	344344
1354	127972	344249
1355	128062	344145
1356	128154	344043
1357	128229	343897
1358	128312	343772
1359	128410	343686
1360	128504	343591
1361	128585	343460
1362	128679	343365
1363	128764	343247
1364	128845	343115
1365	128924	342981
1366	129011	342867
1367	129107	342777
1368	129192	342658
1369	129277	342539
1370	129372	342444
1371	129476	342377
1372	129576	342297
1373	129658	342169
1374	129754	342080
1375	129838	341957
1376	129931	341859
1377	130020	341750
1378	130092	341597
1379	130179	341484
1380	130277	341401
1381	130361	341278
1382	130450	341170
1383	130544	341075
1384	130635	340971
1385	130714	340837
1386	130789	340693
1387	130875	340579
1388	130962	340464
1389	131048	340349
1390	131129	340220
1391	131214	340101
1392	131301	339988
1393	131395	339893
1394	131507	339845
1395	131597	339740
1396	131687	339635
1397	131773	339520
1398	131866	339421
1399	131965	339339
1400	132062	339253
1401	132157	339160
1402	132257	339080
1403	132357	339000
1404	132471	338956
1405	132565	338862
1406	132658	338765
1407	132736	338628
1408	132820	338507
1409	132906	338392
1410	132998	338292
1411	133080	338168
1412	133169	338059
1413	133262	337962
1414	133343	337835
1415	133437	337741
1416	133571	337747
1417	133657	337631
1418	133747	337526
1419	133832	337409
1420	133921	337302
1421	134011	337196
1422	134097	337081
1423	134184	336970
1424	134274	336862
1425	134367	336765
1426	134466	336684
1427	134558	336584
1428	134650	336485
1429	134741	336383
1430	134828	336269
1431	134918	336164
1432	135007	336058
1433	135091	335939
1434	135183	335838
1435	135275	335738
1436	135368	335641
1437	135466	335557
1438	135565	335474
1439	135648	335353
1440	135736	335242
1441	135820	335124
1442	135904	335004
1443	135992	334894
1444	136080	334787
1445	136179	334703
1446	136272	334607
1447	136355	334486
1448	136473	334448
1449	136559	334336
1450	136660	334258
1451	136741	334131
1452	136827	334018
1453	136915	333907
1454	137001	333794
1455	137093	333694
1456	137178	333577
1457	137258	333450
1458	137343	333334
1459	137432	333227
1460	137531	333143
1461	137616	333028
1462	137713	332941
1463	137803	332835
1464	137890	332724
1465	137973	332605
1466	138059	332490
1467	138149	332387
1468	138234	332270
1469	138326	332172
1470	138420	332076
1471	138542	332050
1472	138632	331946
1473	138712	331818
1474	138824	331767
1475	138921	331678
1476	139040	331645
1477	139167	331628
1478	139291	331605
1479	139399	331545
1480	139530	331538
1481	139668	331547
1482	139789	331515
1483	139896	331451
1484	140010	331404
1485	140128	331367
1486	140258	331356
1487	140365	331293
1488	140464	331208
1489	140562	331122
1490	140668	331055
1491	140769	330977
1492	140890	330947
1493	140991	330867
1494	141082	330765
1495	141200	330725
1496	141306	330659
1497	141398	330558
1498	141511	330507
1499	141611	330425
1500	141692	330300
1501	141781	330194
1502	141880	330111
1503	141966	329997
1504	142054	329886
1505	142156	329810
1506	142241	329695
1507	142326	329578
1508	142413	329465
1509	142509	329376
1510	142605	329285
1511	142690	329169
1512	142777	329057
1513	142868	328955
1514	142967	328871
1515	143060	328774
1516	143149	328668
1517	143244	328574
1518	143326	328452
1519	143423	328365
1520	143547	328337
1521	143634	328226
1522	143713	328097
1523	143803	327993
1524	143889	327878
1525	143977	327770
1526	144070	327672
1527	144159	327566
1528	144249	327462
1529	144340	327360
1530	144420	327234
1531	144548	327215
1532	144639	327113
1533	144735	327022
1534	144823	326913
1535	144918	326821
1536	145003	326706
1537	145094	326605
1538	145185	326501
1539	145263	326372
1540	145355	326272
1541	145461	326203
1542	145551	326099
1543	145679	326081
1544	145764	325966
1545	145852	325857
1546	145943	325755
1547	146037	325659
1548	146120	325540
1549	146206	325427
1550	146293	325317
1551	146381	325207
1552	146482	325129
1553	146574	325030
1554	146669	324936
1555	146755	324824
1556	146843	324714
1557	146936	324619
1558	147026	324514
1559	147123	324426
1560	147213	324321
1561	147306	324224
1562	147395	324119
1563	147500	324049
1564	147606	323979
1565	147695	323873
1566	147785	323768
1567	147885	323687
1568	147976	323586
1569	148062	323473
1570	148156	323379
1571	148240	323261
1572	148335	323168
1573	148420	323055
1574	148517	322967
1575	148602	322851
1576	148691	322746
1577	148787	322655
1578	148875	322548
1579	148966	322445
1580	149058	322347
1581	149143	322233
1582	149228	322118
1583	149306	321989
1584	149387	321867
1585	149486	321782
1586	149575	321677
1587	149670	321583
1588	149761	321483
1589	149844	321364
1590	149927	321247
1591	150009	321126
1592	150096	321016
1593	150174	320887
1594	150270	320796
1595	150361	320695
1596	150460	320611
1597	150544	320496
1598	150627	320377
1599	150719	320279
1600	150803	320162
1601	150887	320046
1602	150985	319960
1603	151066	319838
1604	151147	319716
1605	151230	319599
1606	151319	319493
1607	151402	319376
1608	151497	319284
1609	151582	319170
1610	151666	319054
1611	151754	318947
1612	151835	318825
1613	151924	318722
1614	152021	318633
1615	152113	318534
1616	152189	318403
1617	152274	318289
1618	152359	318176
1619	152464	318105
1620	152556	318006
1621	152638	317886
1622	152726	317779
1623	152805	317655
1624	152887	317535
1625	152966	317410
1626	153061	317317
1627	153153	317220
1628	153239	317109
1629	153329	317006
1630	153419	316903
1631	153528	316840
1632	153622	316745
1633	153709	316638
1634	153813	316565
1635	153906	316467
1636	153996	316366
1637	154096	316283
1638	154181	316170
1639	154262	316049
1640	154352	315947
1641	154452	315865
1642	154535	315748
1643	154615	315625
1644	154701	315516
1645	154798	315427
1646	154890	315329
1647	154978	315223
1648	155065	315114
1649	155149	315001
1650	155238	314895
1651	155329	314797
1652	155413	314681
1653	155506	314586
1654	155587	314465
1655	155683	314375
1656	155782	314292
1657	155873	314191
1658	155972	314107
1659	156058	313997
1660	156156	313910
1661	156248	313812
1662	156336	313707
1663	156456	313665
1664	156539	313549
